"Región,""PA"",""Nombre"",""Provincia"",""Distrito"",""Corregimiento"",""01/07"",""02/07"",""03/07"",""04/07"",""05/07"",""06/07"",""07/07"",""08/07"",""09/07"",""10/07"",""11/07"",""12/07"",""13/07"",""14/07"",""15/07"",""16/07"",""17/07"",""18/07"",""19/07"",""20/07"",""21/07"",""22/07"",""23/07"",""24/07"",""25/07"",""26/07"",""27/07"",""28/07"",""29/07"",""30/07"",""31/07"""
"3,""954"",""I.P.T. RÍO HATO"",""Coclé"",""Antón"",""Río Hato"",""2"",""1"",""3"",""2"",""3"",""1"",""2"",""0"",""0"",""3"",""4"",""5"",""3"",""2"",""1"",""2"",""5"",""3"",""4"",""2"",""2"",""1"",""0"",""3"",""1"",""4"",""2"",""3"",""0"",""0"",""3"""
"3,""955"",""C. DE S. DE SANTA RITA"",""Coclé"",""Antón"",""Santa Rita"",""0"",""1"",""2"",""3"",""3"",""2"",""4"",""3"",""2"",""3"",""1"",""2"",""4"",""4"",""2"",""2"",""2"",""3"",""2"",""2"",""2"",""2"",""1"",""3"",""2"",""2"",""3"",""2"",""2"",""1"",""2"""
"3,""956"",""Escuela Santa Rita"",""Coclé"",""Antón"",""Santa Rita"",""2"",""5"",""5"",""5"",""6"",""2"",""4"",""4"",""6"",""5"",""6"",""12"",""8"",""3"",""3"",""1"",""5"",""3"",""6"",""3"",""4"",""3"",""4"",""1"",""7"",""7"",""9"",""7"",""2"",""2"",""3"""
"3,""957"",""Escuela Santa Rita Arriba"",""Coclé"",""Antón"",""Santa Rita"",""7"",""9"",""5"",""8"",""5"",""4"",""7"",""9"",""4"",""3"",""9"",""9"",""7"",""7"",""6"",""9"",""8"",""4"",""4"",""4"",""3"",""3"",""3"",""3"",""8"",""8"",""6"",""7"",""6"",""6"",""8"""
"3,""959"",""C.E.B.G. OMAR TORRIJOS HERRERA"",""Coclé"",""La Pintada"",""El Harino"",""4"",""6"",""5"",""5"",""3"",""3"",""3"",""4"",""4"",""5"",""3"",""4"",""4"",""3"",""3"",""4"",""6"",""3"",""5"",""4"",""4"",""3"",""3"",""4"",""4"",""3"",""4"",""4"",""5"",""5"",""5"""
"3,""961"",""Escuela Barrigón"",""Coclé"",""La Pintada"",""El Harino"",""14"",""21"",""14"",""7"",""11"",""9"",""11"",""12"",""12"",""15"",""14"",""16"",""15"",""13"",""15"",""20"",""23"",""22"",""12"",""15"",""24"",""13"",""23"",""7"",""14"",""3"",""17"",""17"",""15"",""14"",""14"""
"3,""962"",""Escuela Juan José Quirós"",""Coclé"",""La Pintada"",""El Harino"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""2"",""1"",""0"",""0"""
"3,""964"",""Escuela Villalobos"",""Coclé"",""La Pintada"",""El Harino"",""11"",""8"",""6"",""6"",""9"",""1"",""9"",""9"",""8"",""8"",""7"",""11"",""7"",""6"",""8"",""5"",""10"",""12"",""8"",""16"",""11"",""10"",""10"",""11"",""15"",""7"",""5"",""9"",""14"",""11"",""11"""
"3,""965"",""I.P.T. El Copé"",""Coclé"",""La Pintada"",""El Harino"",""8"",""2"",""7"",""5"",""5"",""4"",""8"",""4"",""8"",""7"",""6"",""8"",""8"",""8"",""4"",""4"",""8"",""7"",""6"",""9"",""11"",""7"",""11"",""8"",""7"",""4"",""8"",""8"",""8"",""3"",""7"""
"3,""966"",""Escuela Membrillar"",""Coclé"",""La Pintada"",""La Pintada"",""0"",""0"",""2"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""2"",""2"",""0"",""0"",""0"",""0"""
"3,""967"",""I.P.T. La Pintada"",""Coclé"",""La Pintada"",""La Pintada"",""1"",""1"",""10"",""10"",""6"",""0"",""1"",""1"",""1"",""11"",""9"",""10"",""8"",""4"",""0"",""0"",""10"",""12"",""11"",""12"",""7"",""0"",""1"",""8"",""7"",""9"",""8"",""7"",""1"",""1"",""6"""
"3,""968"",""Municipio La Pintada"",""Coclé"",""La Pintada"",""La Pintada"",""2"",""4"",""4"",""3"",""2"",""1"",""3"",""2"",""3"",""2"",""3"",""5"",""3"",""2"",""3"",""3"",""2"",""3"",""1"",""2"",""2"",""3"",""2"",""2"",""2"",""2"",""3"",""3"",""4"",""4"",""3"""
"3,""969"",""Parque 25 de diciembre (la Cruz)"",""Coclé"",""La Pintada"",""La Pintada"",""6"",""8"",""9"",""9"",""6"",""3"",""6"",""6"",""7"",""6"",""8"",""5"",""5"",""3"",""3"",""2"",""7"",""5"",""5"",""7"",""7"",""5"",""6"",""9"",""8"",""7"",""8"",""6"",""6"",""3"",""5"""
"3,""970"",""Escuela Calabazo Nº 1"",""Coclé"",""La Pintada"",""Las Lomas"",""28"",""23"",""25"",""12"",""17"",""16"",""26"",""25"",""20"",""18"",""15"",""15"",""15"",""17"",""17"",""14"",""15"",""14"",""6"",""15"",""10"",""13"",""17"",""18"",""17"",""7"",""21"",""24"",""30"",""18"",""22"""
"3,""971"",""C.E.B.G. AGUA FRÍA"",""Coclé"",""La Pintada"",""Llano Grande"",""13"",""14"",""16"",""12"",""16"",""6"",""7"",""11"",""13"",""16"",""11"",""15"",""8"",""12"",""16"",""14"",""14"",""3"",""10"",""11"",""16"",""15"",""17"",""14"",""15"",""16"",""12"",""14"",""10"",""13"",""15"""
"3,""972"",""C.E.B.G. San Juanito"",""Coclé"",""La Pintada"",""Llano Grande"",""1"",""3"",""2"",""2"",""3"",""0"",""1"",""2"",""2"",""3"",""3"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""0"",""1"",""2"",""7"",""3"",""1"",""1"",""2"",""3"",""0"",""0"",""1"""
"3,""973"",""Escuela La Honda"",""Coclé"",""La Pintada"",""Llano Grande"",""1"",""0"",""1"",""1"",""2"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""1"""
"3,""975"",""C.E.B.G Calabazo Nº 2"",""Coclé"",""La Pintada"",""Piedras Gordas"",""3"",""7"",""11"",""8"",""8"",""11"",""10"",""6"",""3"",""9"",""9"",""10"",""11"",""7"",""9"",""5"",""7"",""7"",""7"",""7"",""10"",""7"",""10"",""11"",""7"",""7"",""9"",""12"",""9"",""8"",""11"""
"3,""976"",""C.E.B.G. MACHUCA"",""Coclé"",""La Pintada"",""Piedras Gordas"",""4"",""6"",""6"",""6"",""5"",""5"",""7"",""5"",""8"",""8"",""7"",""7"",""6"",""8"",""4"",""2"",""6"",""7"",""6"",""7"",""9"",""5"",""6"",""7"",""5"",""4"",""5"",""7"",""4"",""3"",""10"""
"3,""977"",""Escuela ANGEL GUARDIA"",""Coclé"",""La Pintada"",""Piedras Gordas"",""10"",""13"",""11"",""6"",""7"",""5"",""7"",""6"",""8"",""9"",""12"",""10"",""15"",""11"",""7"",""8"",""11"",""9"",""11"",""10"",""9"",""16"",""11"",""9"",""6"",""7"",""9"",""11"",""12"",""7"",""9"""
"3,""978"",""Escuela Jujucal"",""Coclé"",""La Pintada"",""Piedras Gordas"",""14"",""12"",""11"",""8"",""8"",""11"",""12"",""14"",""11"",""11"",""11"",""14"",""12"",""14"",""10"",""12"",""7"",""6"",""7"",""10"",""10"",""12"",""12"",""12"",""12"",""5"",""10"",""12"",""12"",""8"",""11"""
"3,""979"",""Escuela Las Delicias"",""Coclé"",""La Pintada"",""Piedras Gordas"",""5"",""2"",""4"",""2"",""1"",""1"",""5"",""1"",""3"",""3"",""3"",""3"",""2"",""4"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""3"",""2"",""2"",""3"",""2"",""2"",""2"",""3"",""1"",""2"""
"3,""980"",""Escuela Ciénaga Larga"",""Coclé"",""Natá"",""Capellanía"",""2"",""4"",""3"",""3"",""3"",""2"",""3"",""3"",""3"",""4"",""7"",""3"",""5"",""4"",""3"",""6"",""5"",""1"",""5"",""3"",""4"",""8"",""5"",""5"",""5"",""5"",""2"",""6"",""6"",""4"",""5"""
"3,""981"",""Escuela El Espavé"",""Coclé"",""Natá"",""Capellanía"",""5"",""7"",""8"",""5"",""5"",""6"",""8"",""6"",""7"",""5"",""4"",""6"",""4"",""4"",""5"",""5"",""4"",""2"",""4"",""4"",""3"",""3"",""10"",""3"",""4"",""3"",""7"",""3"",""6"",""4"",""5"""
"3,""982"",""Escuela Roberto F. Chiari"",""Coclé"",""Natá"",""Capellanía"",""0"",""2"",""1"",""1"",""1"",""3"",""2"",""2"",""3"",""1"",""1"",""1"",""3"",""2"",""0"",""1"",""2"",""2"",""2"",""1"",""2"",""1"",""0"",""1"",""0"",""1"",""2"",""1"",""2"",""0"",""0"""
"3,""983"",""Escuela Santa Lucía"",""Coclé"",""Natá"",""El Caño"",""1"",""2"",""3"",""1"",""3"",""2"",""6"",""3"",""3"",""5"",""4"",""5"",""7"",""4"",""6"",""2"",""4"",""5"",""4"",""5"",""10"",""8"",""6"",""11"",""9"",""9"",""9"",""10"",""10"",""9"",""13"""
"3,""984"",""Escuela Sebastián Sucre"",""Coclé"",""Natá"",""El Caño"",""2"",""0"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""1"",""1"",""3"",""2"",""1"",""1"",""0"",""1"",""2"",""1"",""4"",""1"",""1"",""1"",""1"",""2"",""2"",""3"",""2"""
"3,""986"",""Colegio Secundario Mariano Prado"",""Coclé"",""Natá"",""Natá"",""1"",""0"",""5"",""5"",""3"",""4"",""4"",""2"",""1"",""5"",""2"",""4"",""5"",""5"",""1"",""1"",""5"",""5"",""4"",""4"",""5"",""2"",""1"",""5"",""1"",""5"",""4"",""2"",""1"",""1"",""6"""
"3,""987"",""Escuela de España"",""Coclé"",""Natá"",""Natá"",""1"",""3"",""1"",""1"",""1"",""1"",""1"",""1"",""5"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""3"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""0"""
"3,""988"",""Municipio Natá"",""Coclé"",""Natá"",""Natá"",""2"",""2"",""1"",""1"",""2"",""0"",""1"",""1"",""2"",""2"",""3"",""4"",""1"",""2"",""3"",""1"",""1"",""3"",""2"",""2"",""3"",""3"",""2"",""1"",""2"",""2"",""2"",""3"",""3"",""5"",""4"""
"3,""991"",""C.E.B.G Santos Jorge"",""Coclé"",""Penonomé"",""Cañaveral"",""3"",""2"",""7"",""6"",""6"",""3"",""6"",""1"",""4"",""6"",""5"",""7"",""5"",""2"",""2"",""3"",""5"",""4"",""5"",""1"",""6"",""9"",""5"",""3"",""0"",""0"",""0"",""1"",""1"",""2"",""3"""
"3,""992"",""Escuela Juan Bautista Rosas"",""Coclé"",""Penonomé"",""Cañaveral"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""0"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"""
"3,""993"",""Escuela Los Uveros"",""Coclé"",""Penonomé"",""Cañaveral"",""3"",""1"",""7"",""4"",""3"",""0"",""4"",""5"",""8"",""2"",""2"",""3"",""3"",""2"",""3"",""1"",""5"",""3"",""3"",""2"",""3"",""5"",""3"",""3"",""2"",""6"",""10"",""6"",""3"",""3"",""11"""
"3,""994"",""Escuela María T. de Herrera"",""Coclé"",""Penonomé"",""Cañaveral"",""4"",""4"",""8"",""4"",""6"",""1"",""2"",""2"",""4"",""2"",""2"",""1"",""1"",""2"",""4"",""3"",""2"",""3"",""3"",""2"",""3"",""2"",""2"",""1"",""3"",""3"",""4"",""1"",""2"",""1"",""5"""
"3,""996"",""C.E.B.G Asunción Chiru V."",""Coclé"",""Penonomé"",""Chiguirí Arriba"",""0"",""0"",""0"",""0"",""1"",""2"",""1"",""0"",""0"",""0"",""2"",""3"",""6"",""3"",""0"",""0"",""2"",""2"",""0"",""0"",""0"",""0"",""2"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"3,""997"",""C.E.B.G San Miguel Arriba"",""Coclé"",""Penonomé"",""Chiguirí Arriba"",""6"",""5"",""7"",""7"",""6"",""4"",""8"",""9"",""9"",""5"",""6"",""7"",""6"",""8"",""8"",""7"",""6"",""6"",""7"",""6"",""1"",""9"",""9"",""6"",""3"",""7"",""7"",""6"",""8"",""8"",""10"""
"3,""998"",""C.E.B.G. VAQUILLA"",""Coclé"",""Penonomé"",""Chiguirí Arriba"",""1"",""2"",""1"",""0"",""0"",""1"",""0"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""2"""
"3,""999"",""Colegio Candelario Ovalle"",""Coclé"",""Penonomé"",""Chiguirí Arriba"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"3,""1001"",""Escuela Chiguirí Centro"",""Coclé"",""Penonomé"",""Chiguirí Arriba"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"3,""1002"",""Escuela Oajaca"",""Coclé"",""Penonomé"",""Chiguirí Arriba"",""4"",""6"",""9"",""9"",""6"",""10"",""9"",""6"",""9"",""5"",""8"",""8"",""6"",""5"",""7"",""5"",""3"",""0"",""7"",""9"",""7"",""10"",""6"",""4"",""6"",""10"",""11"",""5"",""5"",""7"",""8"""
"3,""1003"",""Escuela Pozo Azul"",""Coclé"",""Penonomé"",""Chiguirí Arriba"",""2"",""2"",""3"",""3"",""3"",""2"",""1"",""1"",""2"",""2"",""1"",""2"",""3"",""3"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""3"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""3"""
"3,""1004"",""Centro Regional Universitario El Coco"",""Coclé"",""Penonomé"",""El Coco"",""2"",""1"",""4"",""5"",""5"",""4"",""5"",""3"",""2"",""6"",""6"",""5"",""3"",""4"",""1"",""0"",""5"",""5"",""5"",""2"",""4"",""0"",""0"",""3"",""2"",""1"",""2"",""1"",""0"",""0"",""3"""
"3,""1006"",""Escuela Aguas Blancas"",""Coclé"",""Penonomé"",""El Coco"",""3"",""2"",""2"",""1"",""3"",""2"",""2"",""2"",""3"",""3"",""2"",""2"",""2"",""0"",""0"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""3"",""1"",""3"",""3"",""1"",""4"",""3"",""2"""
"3,""1007"",""Escuela Ana Pérez de Isaza"",""Coclé"",""Penonomé"",""El Coco"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"3,""1008"",""Escuela Jacinta Arosemena"",""Coclé"",""Penonomé"",""El Coco"",""0"",""1"",""3"",""1"",""1"",""1"",""0"",""1"",""1"",""2"",""2"",""1"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""0"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"""
"3,""1009"",""Escuela Llano Marín"",""Coclé"",""Penonomé"",""El Coco"",""4"",""4"",""3"",""3"",""3"",""1"",""3"",""4"",""5"",""2"",""3"",""2"",""1"",""2"",""7"",""0"",""2"",""1"",""1"",""1"",""4"",""2"",""3"",""1"",""1"",""2"",""1"",""1"",""1"",""0"",""1"""
"3,""1010"",""INADEH El Coco"",""Coclé"",""Penonomé"",""El Coco"",""2"",""2"",""8"",""8"",""7"",""9"",""8"",""2"",""5"",""8"",""9"",""8"",""7"",""7"",""2"",""0"",""8"",""9"",""8"",""9"",""7"",""3"",""4"",""8"",""9"",""6"",""6"",""11"",""3"",""4"",""7"""
"3,""1011"",""C.E.B.G. Simón Martínez"",""Coclé"",""Penonomé"",""Pajonal"",""4"",""3"",""6"",""4"",""5"",""4"",""1"",""3"",""4"",""6"",""5"",""5"",""6"",""2"",""0"",""1"",""4"",""4"",""4"",""7"",""4"",""3"",""4"",""5"",""5"",""5"",""6"",""4"",""1"",""2"",""5"""
"3,""1012"",""C.E.B.G. JOSÉ DE LOS REYES VÁSQUEZ"",""Coclé"",""Penonomé"",""Pajonal"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""1"""
"3,""1013"",""C.E.B.G. Membrillo"",""Coclé"",""Penonomé"",""Pajonal"",""1"",""3"",""2"",""1"",""3"",""1"",""2"",""2"",""1"",""3"",""3"",""1"",""1"",""2"",""2"",""3"",""2"",""4"",""2"",""1"",""1"",""1"",""0"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""2"""
"3,""1014"",""Escuela Celestino del Rosario"",""Coclé"",""Penonomé"",""Pajonal"",""3"",""5"",""3"",""4"",""4"",""4"",""3"",""3"",""6"",""4"",""4"",""5"",""5"",""4"",""6"",""2"",""1"",""3"",""2"",""3"",""2"",""1"",""2"",""4"",""3"",""3"",""4"",""4"",""4"",""1"",""2"""
"3,""1015"",""Escuela Churuquita Grande"",""Coclé"",""Penonomé"",""Pajonal"",""3"",""2"",""5"",""4"",""2"",""4"",""2"",""1"",""1"",""4"",""2"",""3"",""3"",""2"",""1"",""0"",""3"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""3"",""1"",""4"",""2"",""1"",""2"",""1"""
"3,""1016"",""Escuela El Barrero"",""Coclé"",""Penonomé"",""Pajonal"",""3"",""2"",""4"",""7"",""5"",""3"",""3"",""4"",""4"",""4"",""5"",""5"",""2"",""6"",""2"",""3"",""6"",""2"",""5"",""6"",""4"",""5"",""4"",""5"",""5"",""4"",""3"",""4"",""4"",""4"",""10"""
"3,""1017"",""Escuela Francisca Figueroa"",""Coclé"",""Penonomé"",""Pajonal"",""1"",""0"",""2"",""1"",""2"",""1"",""1"",""0"",""7"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""2"",""2"",""6"",""0"",""0"",""1"",""1"",""2"",""2"",""1"",""0"",""1"",""3"""
"3,""1018"",""Escuela Guabal"",""Coclé"",""Penonomé"",""Pajonal"",""12"",""10"",""10"",""8"",""11"",""7"",""3"",""13"",""14"",""12"",""8"",""9"",""0"",""8"",""2"",""13"",""13"",""13"",""11"",""6"",""6"",""9"",""12"",""6"",""7"",""10"",""11"",""4"",""0"",""0"",""0"""
"3,""1019"",""Escuela La Negrita"",""Coclé"",""Penonomé"",""Pajonal"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""5"",""2"",""2"",""3"",""3"",""2"",""1"",""3"",""2"",""3"",""2"",""3"",""1"",""2"",""1"",""2"",""2"",""2"""
"3,""1020"",""Escuela Modesto Morán H"",""Coclé"",""Penonomé"",""Pajonal"",""6"",""10"",""6"",""7"",""6"",""5"",""6"",""5"",""10"",""5"",""6"",""6"",""6"",""5"",""4"",""3"",""6"",""4"",""3"",""0"",""0"",""0"",""0"",""0"",""0"",""4"",""6"",""6"",""6"",""2"",""5"""
"3,""1021"",""Escuela Pajonal Arriba"",""Coclé"",""Penonomé"",""Pajonal"",""2"",""3"",""3"",""1"",""1"",""1"",""0"",""0"",""2"",""1"",""0"",""1"",""2"",""2"",""0"",""4"",""5"",""2"",""2"",""1"",""3"",""3"",""3"",""3"",""1"",""2"",""2"",""3"",""3"",""4"",""3"""
"3,""1022"",""Escuela Rincón de Las Palmas"",""Coclé"",""Penonomé"",""Pajonal"",""8"",""5"",""3"",""4"",""7"",""4"",""5"",""6"",""6"",""5"",""7"",""6"",""6"",""6"",""4"",""6"",""4"",""5"",""4"",""3"",""6"",""5"",""4"",""4"",""3"",""5"",""4"",""4"",""6"",""3"",""3"""
"3,""1023"",""Escuela Santa Cruz"",""Coclé"",""Penonomé"",""Pajonal"",""4"",""6"",""6"",""7"",""5"",""4"",""2"",""3"",""5"",""6"",""7"",""6"",""6"",""6"",""6"",""7"",""7"",""8"",""7"",""6"",""7"",""4"",""4"",""5"",""4"",""7"",""5"",""5"",""6"",""5"",""6"""
"3,""1024"",""Escuela Victor Pérez Flores"",""Coclé"",""Penonomé"",""Pajonal"",""2"",""3"",""9"",""8"",""6"",""5"",""1"",""4"",""5"",""5"",""6"",""6"",""4"",""6"",""0"",""3"",""10"",""7"",""8"",""5"",""5"",""6"",""7"",""7"",""6"",""5"",""9"",""8"",""4"",""4"",""10"""
"3,""1025"",""Instituto Carmen Conte Lombardo"",""Coclé"",""Penonomé"",""Pajonal"",""9"",""3"",""4"",""4"",""3"",""3"",""5"",""9"",""3"",""5"",""5"",""4"",""5"",""4"",""4"",""4"",""4"",""5"",""4"",""6"",""7"",""3"",""2"",""4"",""6"",""6"",""4"",""5"",""9"",""6"",""4"""
"3,""1027"",""Biblioteca Pública Fernando Guardia"",""Coclé"",""Penonomé"",""Penonomé"",""1"",""2"",""1"",""1"",""4"",""2"",""2"",""1"",""0"",""2"",""2"",""2"",""4"",""4"",""4"",""1"",""1"",""1"",""1"",""1"",""4"",""2"",""0"",""0"",""1"",""1"",""3"",""4"",""0"",""1"",""7"""
"3,""1028"",""Centro de Salud Penonomé"",""Coclé"",""Penonomé"",""Penonomé"",""1"",""0"",""4"",""7"",""10"",""6"",""10"",""2"",""0"",""7"",""6"",""8"",""8"",""5"",""1"",""0"",""8"",""9"",""8"",""11"",""10"",""0"",""0"",""5"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"3,""1029"",""Clelia F. de Martínez"",""Coclé"",""Penonomé"",""Penonomé"",""1"",""0"",""3"",""3"",""3"",""2"",""3"",""1"",""0"",""4"",""4"",""4"",""3"",""3"",""1"",""3"",""4"",""2"",""2"",""3"",""3"",""1"",""0"",""2"",""2"",""2"",""3"",""1"",""0"",""0"",""5"""
"3,""1030"",""Direccion Investigacion Judicial"",""Coclé"",""Penonomé"",""Penonomé"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""2"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""1"",""0"",""1"",""2"""
"3,""1033"",""Escuela Simeón Conte"",""Coclé"",""Penonomé"",""Penonomé"",""1"",""1"",""1"",""4"",""3"",""3"",""3"",""2"",""1"",""4"",""1"",""4"",""4"",""5"",""3"",""2"",""4"",""3"",""4"",""3"",""4"",""2"",""1"",""3"",""4"",""3"",""3"",""3"",""2"",""1"",""4"""
"3,""1034"",""Gobernación Penonomé"",""Coclé"",""Penonomé"",""Penonomé"",""11"",""5"",""10"",""8"",""11"",""8"",""10"",""7"",""6"",""8"",""14"",""11"",""10"",""11"",""9"",""6"",""12"",""11"",""12"",""11"",""10"",""11"",""6"",""9"",""9"",""10"",""9"",""9"",""9"",""4"",""5"""
"3,""1035"",""Hospital Aquilino Tejeira"",""Coclé"",""Penonomé"",""Penonomé"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"""
"3,""1036"",""I.P.T. Leonida P. de Grimaldo"",""Coclé"",""Penonomé"",""Penonomé"",""2"",""0"",""7"",""6"",""8"",""9"",""9"",""2"",""0"",""8"",""8"",""10"",""8"",""8"",""2"",""0"",""2"",""0"",""0"",""0"",""8"",""1"",""8"",""9"",""7"",""6"",""7"",""6"",""1"",""0"",""11"""
"3,""1038"",""Mercado Público Penonomé"",""Coclé"",""Penonomé"",""Penonomé"",""2"",""0"",""4"",""7"",""4"",""3"",""5"",""4"",""3"",""5"",""4"",""7"",""3"",""5"",""3"",""0"",""2"",""1"",""5"",""4"",""6"",""6"",""4"",""5"",""5"",""5"",""5"",""4"",""2"",""0"",""4"""
"3,""1039"",""MINSA Penonomé"",""Coclé"",""Penonomé"",""Penonomé"",""0"",""0"",""2"",""1"",""1"",""1"",""1"",""0"",""0"",""2"",""1"",""2"",""2"",""1"",""0"",""0"",""2"",""2"",""2"",""6"",""2"",""1"",""0"",""3"",""3"",""2"",""3"",""2"",""0"",""0"",""2"""
"3,""1044"",""Parque Margarita Rosas"",""Coclé"",""Penonomé"",""Penonomé"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""0"",""2"",""0"",""1"",""1"",""3"",""2"",""1"",""5"",""3"",""1"",""1"",""0"",""0"",""0"",""0"""
"3,""1045"",""Primer ciclo Federíco Zuñiga - San AntOnio"",""Coclé"",""Penonomé"",""Penonomé"",""0"",""0"",""6"",""4"",""3"",""4"",""6"",""0"",""0"",""1"",""4"",""4"",""4"",""3"",""1"",""0"",""5"",""6"",""4"",""4"",""4"",""2"",""0"",""5"",""5"",""4"",""6"",""5"",""0"",""0"",""0"""
"3,""1046"",""Terminal de Transporte UTRAPEP"",""Coclé"",""Penonomé"",""Penonomé"",""0"",""1"",""2"",""0"",""0"",""1"",""2"",""2"",""1"",""0"",""1"",""2"",""2"",""2"",""1"",""1"",""2"",""0"",""0"",""2"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""2"",""1"",""1"",""2"""
"3,""1048"",""Universidad Tecnologica de Panama"",""Coclé"",""Penonomé"",""Penonomé"",""3"",""0"",""4"",""2"",""4"",""2"",""3"",""1"",""0"",""2"",""1"",""2"",""0"",""2"",""1"",""0"",""1"",""0"",""1"",""0"",""2"",""0"",""0"",""2"",""0"",""1"",""0"",""0"",""0"",""0"",""1"""
"3,""1049"",""Escuela Ciruelito"",""Coclé"",""Penonomé"",""Río Grande"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""9"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""1"",""3"",""3"",""1"",""3"",""2"",""1"",""1"",""1"",""0"""
"3,""1050"",""Escuela Garicín"",""Coclé"",""Penonomé"",""Río Grande"",""9"",""12"",""17"",""17"",""8"",""15"",""14"",""9"",""12"",""9"",""14"",""22"",""11"",""16"",""9"",""12"",""12"",""7"",""10"",""9"",""22"",""14"",""11"",""9"",""24"",""35"",""31"",""41"",""47"",""44"",""30"""
"3,""1052"",""C.E.B.G. Chiguirí Abajo"",""Coclé"",""Penonomé"",""Toabré"",""3"",""2"",""2"",""2"",""3"",""1"",""0"",""2"",""4"",""2"",""4"",""2"",""2"",""4"",""2"",""4"",""3"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""3"",""2"",""1"",""1"",""2"""
"3,""1053"",""C.E.B.G. MERCEDES BUSTAMANTE"",""Coclé"",""Penonomé"",""Toabré"",""0"",""3"",""10"",""11"",""8"",""6"",""8"",""1"",""0"",""5"",""6"",""12"",""1"",""6"",""0"",""0"",""7"",""8"",""10"",""6"",""10"",""2"",""1"",""8"",""9"",""10"",""10"",""12"",""2"",""0"",""8"""
